 Calculations that do not match the inspection results.
 _______________________________________________________________________________
  # cycles to | as previous, | failure # cycles/ | as previous, |detected cracks
    failure   | period after | applied # cycles  | period after |in subsequent
              |  last insp.  |                   |  last insp.  |inspections
    8.285E+07    1.391E+07         8.920E-01         5.809E-01   0    3
    5.658E+07   -1.236E+07         6.092E-01        -5.161E-01   0    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    7.751E+07    8.570E+06         8.345E-01         3.580E-01   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    7.750E+07    8.562E+06         8.344E-01         3.576E-01   2    0
    8.287E+07    1.393E+07         8.922E-01         5.819E-01   0    1
    8.540E+07    1.645E+07         9.194E-01         6.873E-01   0    2
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    8.344E+07    1.450E+07         8.984E-01         6.057E-01   1    0
    9.235E+07    2.341E+07         9.943E-01         9.778E-01   0    1
    7.416E+07    5.220E+06         7.985E-01         2.180E-01   0    1
    7.445E+07    5.513E+06         8.016E-01         2.303E-01   0    3
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    8.370E+07    1.476E+07         9.011E-01         6.164E-01   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    7.387E+07    4.927E+06         7.953E-01         2.058E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    7.469E+07    5.748E+06         8.041E-01         2.401E-01   1    0
    8.425E+07    1.531E+07         9.071E-01         6.397E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    8.501E+07    1.607E+07         9.152E-01         6.711E-01   0    2
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    7.378E+07    4.842E+06         7.944E-01         2.023E-01   2    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    7.795E+07    9.014E+06         8.393E-01         3.765E-01   1    0
    8.140E+07    1.246E+07         8.764E-01         5.203E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    8.369E+07    1.474E+07         9.010E-01         6.159E-01   0    1
    8.365E+07    1.471E+07         9.006E-01         6.144E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    3.894E+07   -3.000E+07         4.192E-01        -1.253E+00   0    2
    6.937E+07    4.255E+05         7.468E-01         1.777E-02   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    8.611E+07    1.717E+07         9.271E-01         7.172E-01   0    5
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    3
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.230E+07    2.336E+07         9.938E-01         9.759E-01   1    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    8.790E+07    1.896E+07         9.464E-01         7.919E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    8.795E+07    1.901E+07         9.469E-01         7.941E-01   1    0
    8.183E+07    1.289E+07         8.810E-01         5.384E-01   0    1
    8.053E+07    1.159E+07         8.670E-01         4.841E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.122E+07    2.228E+07         9.821E-01         9.305E-01   1    0
    7.540E+07    6.455E+06         8.117E-01         2.696E-01   0    1
    8.986E+07    2.092E+07         9.675E-01         8.738E-01   0    2
    8.273E+07    1.379E+07         8.907E-01         5.759E-01   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    1.430E+07   -5.465E+07         1.539E-01        -2.283E+00   1    4
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    8.036E+07    1.142E+07         8.652E-01         4.770E-01   1    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   2    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    7.758E+07    8.639E+06         8.353E-01         3.609E-01   0    1
    9.154E+07    2.260E+07         9.855E-01         9.439E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.020E+07    2.126E+07         9.711E-01         8.879E-01   1    0
    8.039E+07    1.145E+07         8.655E-01         4.783E-01   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    8.354E+07    1.460E+07         8.995E-01         6.099E-01   1    0
    9.081E+07    2.187E+07         9.777E-01         9.136E-01   1    0
    7.486E+07    5.916E+06         8.059E-01         2.471E-01   1    0
    4.376E+07   -2.518E+07         4.712E-01        -1.052E+00   0    0
    8.053E+07    1.159E+07         8.670E-01         4.842E-01   0    1
    4.457E+07   -2.437E+07         4.798E-01        -1.018E+00   0    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    4.483E+07   -2.411E+07         4.826E-01        -1.007E+00   0    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    8.568E+07    1.674E+07         9.224E-01         6.991E-01   1    0
    8.144E+07    1.250E+07         8.768E-01         5.220E-01   0    1
    9.281E+07    2.387E+07         9.993E-01         9.971E-01   0    1
    8.661E+07    1.767E+07         9.325E-01         7.381E-01   0    1
    8.078E+07    1.184E+07         8.697E-01         4.945E-01   2    3
    8.012E+07    1.118E+07         8.626E-01         4.671E-01   0    1
    8.050E+07    1.156E+07         8.667E-01         4.828E-01   1    0
    7.270E+07    3.757E+06         7.827E-01         1.570E-01   1    0
    7.865E+07    9.704E+06         8.467E-01         4.054E-01   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    2
    7.013E+07    1.188E+06         7.550E-01         4.963E-02   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    8.891E+07    1.997E+07         9.572E-01         8.340E-01   1    0
    7.965E+07    1.071E+07         8.576E-01         4.473E-01   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    7.844E+07    9.503E+06         8.446E-01         3.969E-01   5    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    8.230E+07    1.336E+07         8.861E-01         5.582E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    6.803E+07   -9.102E+05         7.325E-01        -3.802E-02   0    0
    8.371E+07    1.477E+07         9.013E-01         6.170E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    8.593E+07    1.699E+07         9.252E-01         7.098E-01   0    1
    8.478E+07    1.584E+07         9.127E-01         6.615E-01   0    1
    7.601E+07    7.067E+06         8.183E-01         2.952E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    7.985E+07    1.091E+07         8.597E-01         4.558E-01   2    0
    7.743E+07    8.485E+06         8.336E-01         3.544E-01   0    2
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    8.354E+07    1.460E+07         8.995E-01         6.100E-01   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    7.471E+07    5.767E+06         8.043E-01         2.409E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    8.905E+07    2.011E+07         9.588E-01         8.401E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    8.258E+07    1.364E+07         8.891E-01         5.697E-01   0    1
    7.769E+07    8.749E+06         8.364E-01         3.654E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    8.192E+07    1.298E+07         8.820E-01         5.421E-01   2    1
    7.997E+07    1.103E+07         8.610E-01         4.608E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.191E+07    2.296E+07         9.895E-01         9.593E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    8.816E+07    1.922E+07         9.492E-01         8.030E-01   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    7.253E+07    3.589E+06         7.809E-01         1.499E-01   1    2
    8.244E+07    1.350E+07         8.876E-01         5.637E-01   1    2
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    8.174E+07    1.280E+07         8.801E-01         5.347E-01   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    8.410E+07    1.516E+07         9.055E-01         6.332E-01   1    0
    9.137E+07    2.243E+07         9.837E-01         9.370E-01   1    0
    7.622E+07    7.281E+06         8.206E-01         3.041E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    6.676E+07   -2.185E+06         7.187E-01        -9.126E-02   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    2
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    8.546E+07    1.652E+07         9.201E-01         6.902E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    7.594E+07    6.994E+06         8.176E-01         2.922E-01   0    1
    7.678E+07    7.836E+06         8.266E-01         3.273E-01   2    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    7.801E+07    9.073E+06         8.399E-01         3.790E-01   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    7.522E+07    6.284E+06         8.099E-01         2.625E-01   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   2    0
    8.857E+07    1.963E+07         9.536E-01         8.198E-01   0    1
    7.293E+07    3.990E+06         7.852E-01         1.667E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    7.948E+07    1.054E+07         8.557E-01         4.401E-01   0    1
    7.248E+07    3.543E+06         7.804E-01         1.480E-01   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    2
    7.840E+07    9.457E+06         8.441E-01         3.950E-01   1    0
    8.544E+07    1.650E+07         9.199E-01         6.892E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.039E+07    2.145E+07         9.731E-01         8.958E-01   0    1
    8.698E+07    1.804E+07         9.365E-01         7.536E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    8.510E+07    1.616E+07         9.163E-01         6.752E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    1
    8.886E+07    1.992E+07         9.567E-01         8.321E-01   2    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    8.296E+07    1.402E+07         8.932E-01         5.857E-01   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    8.277E+07    1.383E+07         8.912E-01         5.778E-01   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    8.424E+07    1.530E+07         9.070E-01         6.393E-01   1    0
    7.482E+07    5.877E+06         8.055E-01         2.455E-01   3    0
    8.205E+07    1.311E+07         8.834E-01         5.476E-01   2    1
    8.346E+07    1.451E+07         8.985E-01         6.063E-01   2    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    7.347E+07    4.532E+06         7.910E-01         1.893E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    8.983E+07    2.089E+07         9.671E-01         8.724E-01   1    0
    7.129E+07    2.352E+06         7.676E-01         9.823E-02   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    7.800E+07    9.063E+06         8.398E-01         3.786E-01   1    1
    6.021E+07   -8.727E+06         6.483E-01        -3.645E-01   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    8.302E+07    1.408E+07         8.938E-01         5.880E-01   1    0
    8.440E+07    1.546E+07         9.087E-01         6.456E-01   1    0
    7.598E+07    7.036E+06         8.180E-01         2.939E-01   1    1
    8.744E+07    1.850E+07         9.414E-01         7.727E-01   0    2
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
